variant,function,seed,best,evals,seconds
social,Step,24,0.0,105000,4.782038200006355
social,Step,25,0.0,105000,4.5622208999993745
social,Step,26,0.0,105000,4.60901179999928
social,Step,27,0.0,105000,4.710631099995226
social,Step,28,0.0,105000,4.667316799997934
social,Step,29,0.0,105000,4.676355300005525
social,Schwefel_2_26,0,-20254.34502651718,105000,4.762588400000823
social,Schwefel_2_26,1,-20084.83399045946,105000,4.720083500011242
social,Schwefel_2_26,2,-19432.64664225287,105000,4.694936300002155
social,Schwefel_2_26,3,-17617.08713697772,105000,4.743984799992177
social,Schwefel_2_26,4,-20029.33624630798,105000,5.388500900007784
social,Schwefel_2_26,5,-21020.747367292548,105000,6.915685300002224
social,Schwefel_2_26,6,-19157.178380110556,105000,13.937172400008421
social,Schwefel_2_26,7,-19749.7009170538,105000,14.07998179999413
social,Schwefel_2_26,8,-19966.921349969794,105000,14.095177300012438
social,Schwefel_2_26,9,-18347.757980513492,105000,14.211665800001356
social,Schwefel_2_26,10,-20039.525698967293,105000,14.080458800002816
social,Schwefel_2_26,11,-19149.048523099023,105000,14.076969899993856
social,Schwefel_2_26,12,-20475.41522948393,105000,14.279145299995434
social,Schwefel_2_26,13,-20065.316201355454,105000,14.294089099988923
social,Schwefel_2_26,14,-17439.544272255916,105000,14.315115899997181
social,Schwefel_2_26,15,-18634.186069629897,105000,14.278090300009353
social,Schwefel_2_26,16,-21250.02509468495,105000,14.385810300009325
social,Schwefel_2_26,17,-18854.449394514406,105000,14.315915799990762
social,Schwefel_2_26,18,-20310.323426764855,105000,14.039739699990605
social,Schwefel_2_26,19,-19511.725582164705,105000,13.972433200004161
social,Schwefel_2_26,20,-19344.943520793702,105000,14.289950299993507
social,Schwefel_2_26,21,-17854.112921254462,105000,14.03854510000383
social,Schwefel_2_26,22,-19274.276590525522,105000,14.04351730000053
social,Schwefel_2_26,23,-16550.340892339293,105000,14.09813060000306
social,Schwefel_2_26,24,-20440.681709183038,105000,13.209672099997988
social,Schwefel_2_26,25,-19965.91444529986,105000,13.13848360000702
social,Schwefel_2_26,26,-19634.760136945315,105000,13.189760599998408
social,Schwefel_2_26,27,-19374.113574964358,105000,13.169413700001314
social,Schwefel_2_26,28,-20341.972862162067,105000,13.00494250000338
social,Schwefel_2_26,29,-20598.617001146165,105000,12.826537500004633
social,Rastrigin,0,0.07269565022329516,105000,13.588720500003546
social,Rastrigin,1,9.949737216235576,105000,13.530159300004016
social,Rastrigin,2,1.9164577454976666,105000,13.598946899990551
social,Rastrigin,3,8.95482271381178,105000,13.618285199991078
social,Rastrigin,4,9.949768655162586,105000,13.549449800004368
social,Rastrigin,5,21.889326080867306,105000,13.565023000002839
social,Rastrigin,6,15.919468104181021,105000,13.624445699999342
social,Rastrigin,7,8.954909890802355,105000,13.635705199994845
social,Rastrigin,8,1.1490209222155272,105000,13.780247300004703
social,Rastrigin,9,12.93462129294636,105000,13.785747200003243
social,Rastrigin,10,0.11695673039270105,105000,13.84997170000861
social,Rastrigin,11,11.939717977905389,105000,13.893075400003
social,Rastrigin,12,14.924647043595371,105000,14.58058369999344
social,Rastrigin,13,0.0021340135127161375,105000,14.575915000008536
social,Rastrigin,14,16.914604600485802,105000,14.525991999995313
social,Rastrigin,15,0.10014949631641912,105000,14.462785099996836
social,Rastrigin,16,21.889351631312252,105000,14.41882489999989
social,Rastrigin,17,15.919533336546749,105000,14.327358900001855
social,Rastrigin,18,22.884193962954498,105000,14.380707799995434
social,Rastrigin,19,8.954861712239449,105000,14.40198209999653
social,Rastrigin,20,19.899491645254386,105000,14.48938180001278
social,Rastrigin,21,20.89440249924013,105000,14.46768560000055
social,Rastrigin,22,52.73338869933724,105000,14.129897100006929
social,Rastrigin,23,8.954906635114867,105000,13.08549579999817
social,Rastrigin,24,0.10997507525695482,105000,9.369943100013188
social,Rastrigin,25,9.949764637499584,105000,9.880049300001701
